name,validity_flag,Comment,A,B,C,PA,RA_centroid,Dec_centroid,Class,ra_wise,dec_wise,ra_des,dec_des,MAG_AUTO,RA_desi,DEC_desi,photo_z,L__888_,ABS_MAG,flux,Class_num,id,RAJ2000,DEJ2000,zphot,e_zphot,fclean,fqual,Separation,AllWISE,RAJ2000_x,DEJ2000_x,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID_x,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist,RAFdeg,DEFdeg,DES,CoadID,Aimg,a_Aimg,Bimg,e_Bimg,PA_x,e_PA,KRad,S_Gg,S_Gr,S_Gi,S_Gz,S_GY,gmag,rmag,imag,zmag,Ymag,e_gmag,e_rmag,e_imag,e_zmag,e_Ymag,gFlag,rFlag,iFlag,zFlag,YFlag,angDist_x,Ratio
J200611.7-523234,1.0,triple bent fr2,66.12110102,96.7926726,53.92360964,78.29277477,301.5573448,-52.54366066,FR2,301.5489134,-52.5426905,301.548922,-52.54271,19.014299392700195,301.5464643,-52.54310572,0.0,0.0,0.0,0.100997459,2.0,8000069073002400,301.548920900694,-52.542712067339,1.1239999532699585,0.5339999794960022,1,0,0.0793601355418064,J200611.73-523233.6,301.5489134,-52.5426905,0.0662999972701072,0.0644000023603439,130.60000610351562,14.704999923706056,13.835000038146973,11.270999908447266,8.899999618530273,,,,0.0320000015199184,0.0359999984502792,0.1500000059604644,0.4869999885559082,,,,3008053101351049134,0000,0,00nn,AABC,-112.0,207.0,-184.0,204.0,,0.000105,301.548916918,-52.542669992,J200611.74-523233.6,164431045,3.5480000972747803,0.0130000002682209,3.4189999103546143,0.0109999999403953,-5.49673,59.27715,3.5,0.1759999990463256,0.06700000166893,0.0340000018477439,0.0320000015199184,0.0340000018477439,19.805500030517575,19.0403995513916,18.79159927368164,18.202699661254883,18.52470016479492,0.004508,0.003635,0.004051,0.003693,0.024227,3,3,3,3,3,0.074228,0.47508896948125395
J200633.1-512446,1.0,frx,16.97056275,57.07884931,25.69755101,46.73643211,301.6381851,-51.41323925,FR1,301.6379327,-51.4128758,301.637812,-51.413258,22.209699630737305,301.6377626,-51.41326051,0.86384463,1.0699999999999999e+26,-21.55903575,0.022269708,1.0,8000072640005114,301.637762585652,-51.413260514868,1.1799999475479126,0.3000000119209289,1,1,1.436679019378745,J200633.10-512446.3,301.6379327,-51.4128758,0.1459999978542328,0.1335999965667724,162.6999969482422,16.05699920654297,15.810999870300291,12.58199977874756,8.583000183105469,,,,0.050000000745058,0.1369999945163726,0.5139999985694885,,,,,3027051501351038588,0000,0,0nnn,ABCU,348.0,522.0,-1308.0,575.0,,0.000139,301.637762807,-51.413218217,J200633.06-512447.5,166493345,3.388999938964844,0.0900000035762786,2.7090001106262207,0.06700000166893,-68.47283,23.59428,4.635000228881836,0.0040000001899898,0.0,0.0020000000949949,0.0109999999403953,0.0020000000949949,23.50480079650879,22.39080047607422,21.269100189208984,20.61210060119629,20.548799514770508,0.179524,0.085557,0.044466,0.041419,0.186387,0,0,0,0,0,1.290375,0.254237309539158
J200713.2-532344,1.0,frx,31.2409987,67.21862979,37.69322719,131.7196416,301.8050154,-53.39608428,FRx,301.8051025,-53.3954829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101288417,1.5,8000065584005238,301.804382320029,-53.394876492324,0.8519999980926514,0.1589999943971634,1,1,2.6750377431000203,J200713.22-532343.7,301.8051025,-53.3954829,0.2402999997138977,0.2185000032186508,149.5,16.600000381469727,16.68000030517578,12.515000343322754,8.4350004196167,,,,0.0759999975562095,0.2930000126361847,,,,,,3008053101351024807,0000,0,0nnn,ABUU,253.0,950.0,-761.0,975.0,,7e-05,301.80437097,-53.39480826,J200713.04-532341.3,166555488,2.319000005722046,0.1059999987483024,2.197999954223633,0.101000003516674,-34.09495,80.68507,4.995999813079834,0.4300000071525574,0.0070000002160668,0.0040000001899898,0.006000000052154,0.0010000000474974,25.946399688720703,23.069000244140625,21.892900466918945,21.238000869750977,21.59860038757324,1.408639,0.135627,0.073553,0.086188,0.358397,0,0,0,0,0,2.892159,0.1866197121515402
J200719.5-515252,1.0,fr2,27.20294102,46.06096556,14.63879527,34.3511798,301.830111,-51.88122577,FR2,301.8312291,-51.8810098,301.831241,-51.881036,21.48870086669922,301.8312306,-51.88103737,0.8576686,1.6299999999999998e+25,-22.2608992,0.002407126,2.0,8000070848005901,301.831230611925,-51.88103737028,0.8460000157356262,0.0480000004172325,1,1,0.0993098612100808,J200719.49-515251.6,301.8312291,-51.8810098,0.0878999978303909,0.0852999985218048,148.3000030517578,15.041999816894531,14.880999565124512,12.711000442504885,8.996000289916992,,,,0.0350000001490116,0.0680000036954879,,,,,,3027051501351014208,0000,0,00nn,AAUU,-352.0,233.0,219.0,239.0,,6.5e-05,301.831226277,-51.880993128,J200719.49-515251.5,166654140,3.532000064849853,0.0350000001490116,3.134000062942505,0.0320000015199184,-63.91998,10.2432,3.5,0.0,0.0089999996125698,0.0280000008642673,0.0280000008642673,0.0109999999403953,23.657400131225582,21.625900268554688,20.27790069580078,19.59449958801269,19.42889976501465,0.147967,0.031054,0.014712,0.012604,0.050657,0,0,0,0,0,0.060347,0.056737588090343995
J200723.9-532428,4.0,frx,17.806,51.8122,28.0002,62.49155,301.848033,-53.407944,FR1,301.8493805,-53.4077463,301.849381,-53.407724,18.01499938964844,301.8493777,-53.4077188,0.2780101,0.0,0.0,0.06349548,1.0,8000065585004549,301.849377698733,-53.407718799393,0.2520000040531158,0.0230000000447034,1,1,0.0991845335114968,J200723.85-532427.8,301.8493805,-53.4077463,0.0663999989628791,0.0597999989986419,102.4000015258789,14.35099983215332,14.10200023651123,12.027999877929688,8.86299991607666,16.475000381469727,15.583999633789062,14.942999839782717,0.0280000008642673,0.0419999994337558,,,0.1459999978542328,0.1330000013113021,0.1299999952316284,3008053101351024104,0000,0,nnnn,AAUU,142.0,138.0,210.0,137.0,0.4629999995231628,5.6e-05,301.849360461,-53.407683014,J200723.84-532427.6,166555674,6.872000217437744,0.0170000009238719,5.309999942779541,0.0120000001043081,-35.01875,50.85542,3.5,0.0289999991655349,0.0289999991655349,0.0289999991655349,0.0289999991655349,0.0289999991655349,19.57979965209961,18.04509925842285,17.534799575805664,17.221799850463867,17.0856990814209,0.006904,0.002389,0.002335,0.003542,0.010438,2,2,2,2,2,0.231851,0.09126983997927052
J200734.3-521244,4.0,large fr2 with J200721.2-521335. new host is  301.872  -52.219,124.8,182.5473,29.2685,60.756573,301.867215,-52.21876953,FR2,301.8928578,-52.212251,301.892934,-52.212359,18.31469917297364,301.8929298,-52.21236337,0.3164331,0.0,0.0,0.008095384,2.0,8000069958004138,301.89292984648,-52.21236337055,0.3149999976158142,0.0280000008642673,1,1,0.4346315582018425,J200734.28-521244.1,301.8928578,-52.212251,0.067500002682209,0.0650999993085861,152.5,14.557000160217283,14.324999809265137,12.524999618530272,8.711000442504883,16.784000396728516,16.0,15.399999618530272,0.0299999993294477,0.0430000014603138,,,0.1599999964237213,0.1650000065565109,0.2010000050067901,3027051501351011669,0000,0,01nn,AAUU,144.0,150.0,129.0,162.0,0.3630000054836273,3.5e-05,301.89292586,-52.212314545,J200734.30-521244.3,167329499,7.193999767303467,0.0219999998807907,5.459000110626221,0.0160000007599592,-2.92752,-88.91505,3.5,0.0280000008642673,0.0289999991655349,0.0289999991655349,0.0289999991655349,0.0280000008642673,19.89299964904785,18.4025993347168,17.883499145507812,17.543500900268555,17.3700008392334,0.011043,0.004682,0.003763,0.004185,0.019394,3,3,3,3,3,0.273626,0.08888889230538075
J200800.0-512321,4.0,"triple fr2. new host prob at 302.061,-52.5147",44.29,68.8475,27.542,5.856014,302.0020983,-51.38849119,FR2,302.0001444,-51.3891044,302.000124,-51.389078,18.4552001953125,302.0001387,-51.38908358,0.36081523,1.15e+24,-23.03364438,0.000717341,2.0,8000072641005414,302.000138745043,-51.389083579246,0.3630000054836273,0.0219999998807907,1,1,0.0760236646546091,J200800.03-512320.7,302.0001444,-51.3891044,0.0696000009775161,0.066100001335144,153.39999389648438,14.57900047302246,14.333000183105469,12.359000205993652,9.10200023651123,17.19499969482422,15.93000030517578,14.996999740600586,0.0299999993294477,0.0480000004172325,,,0.2160000056028366,0.1599999964237213,0.1340000033378601,3027051501351038070,0000,0,00nn,AAUU,85.0,156.0,-252.0,168.0,0.4760000109672546,0.000126,302.000114931,-51.38904037,J200800.02-512320.5,167377505,6.361999988555908,0.0189999993890523,6.026000022888184,0.0179999992251396,-86.41616,18.96947,3.5,0.0280000008642673,0.0289999991655349,0.0289999991655349,0.0289999991655349,0.0280000008642673,20.146900177001957,18.49020004272461,17.917800903320312,17.592599868774414,17.54599952697754,0.013811,0.004198,0.003585,0.004226,0.023083,2,2,2,2,2,0.239826,0.06060605936212027
J200825.1-525526,4.0,large fr2. host ok,126.0,153.5643,23.0286,102.009547,302.1078694,-52.92287931,FR2,302.1047189,-52.9238024,302.104278,-52.923708,22.29330062866211,0.0,0.0,0.0,0.0,0.0,0.004363297,2.0,8000067320004492,302.104239726793,-52.923733706731,0.9610000252723694,0.1280000060796737,0,0,1.0689750524418735,J200825.13-525525.6,302.1047189,-52.9238024,0.1128000020980835,0.1019999980926513,162.8000030517578,15.458000183105469,15.32900047302246,12.121000289916992,8.876999855041504,,,,0.0410000011324882,0.0860000029206276,,,,,,3032053101351037315,h000,0,nnnn,AAUU,-685.0,330.0,413.0,358.0,,0.000101,302.104266902,-52.923687524,J200825.02-525525.2,167467224,3.4179999828338623,0.0689999982714653,2.2149999141693115,0.0460000000894069,-17.47926,67.07436,4.178999900817871,0.2399999946355819,0.0,0.0089999996125698,0.0149999996647238,0.0,23.293800354003903,22.145299911499023,21.145700454711918,20.366500854492188,20.14139938354492,0.108013,0.06338,0.036324,0.031099,0.097645,3,3,3,3,3,1.064604,0.13319459179347637
J200828.6-530013,4.0,slightly twisted fr2,57.0,104.7788,37.8381,68.8831,302.1168313,-53.00368354,FR2,302.119062,-53.0035239,302.119067,-53.003635,22.24020004272461,302.1183066,-53.00305061,0.0,0.0,0.0,0.07741893,2.0,8000067320002825,302.119093929973,-53.003632079793,0.8730000257492065,0.1180000007152557,0,0,0.3955425139273709,J200828.57-530012.6,302.1190619,-53.0035239,0.1111999973654747,0.1020999997854232,152.5,15.4399995803833,15.265999794006348,12.211999893188477,9.031000137329102,,,,0.0419999994337558,0.0769999995827674,,,,,,3032053101351037303,0000,0,00nn,AAUU,104.0,319.0,-581.0,350.0,,0.000125,302.119063247,-53.00359744,J200828.57-530012.9,167473661,2.657000064849853,0.0439999997615814,2.4549999237060547,0.0399999991059303,0.49435,-63.02625,3.690000057220459,0.0109999999403953,0.0099999997764825,0.0260000005364418,0.025000000372529,0.003000000026077,23.811199188232425,22.153499603271484,20.91950035095215,20.3572998046875,20.01129913330078,0.147881,0.052284,0.023857,0.026998,0.076139,3,3,3,3,3,0.264756,0.1351660907615534
J200839.7-511043,1.0,fr2,48.66210024,83.05730446,31.36314278,98.69481606,302.1650537,-51.17960394,FR2,302.1654539,-51.1787165,302.165427,-51.178645,21.4419002532959,302.1654298,-51.1786508,0.7001757,4.8299999999999995e+25,-21.76843174,0.016584796,2.0,8000073544004613,302.165429837616,-51.178650795783,0.6970000267028809,0.0700000002980232,1,1,0.2426888140472134,J200839.70-511043.3,302.1654539,-51.1787165,0.1405999958515167,0.1282999962568283,149.89999389648438,15.822999954223633,16.54400062561035,12.17300033569336,8.876999855041504,,,,0.0480000004172325,0.2849999964237213,,,,,,3027051501351043782,0000,0,0nnn,ABUU,-286.0,470.0,217.0,499.0,,7.4e-05,302.165413815,-51.178609474,J200839.69-511042.9,167361630,3.193000078201294,0.0379999987781047,2.976999998092652,0.0350000001490116,-27.29237,76.46697,3.5,0.0040000001899898,0.0189999993890523,0.0280000008642673,0.0280000008642673,0.0020000000949949,23.63330078125,21.535999298095703,20.44809913635254,19.97760009765625,19.763999938964844,0.144958,0.026592,0.016355,0.018329,0.07258,0,0,0,0,0,0.395772,0.10043041264884053
